chaka khan,i feel for you,chaka chaka chaka chaka khan & chaka khan chaka khan chaka khan & chaka khan let me rock you & let me rock you chaka khan & let me rock you that's all i wanna do & chaka khan let me rock you & let me rock you chaka khan & let me rock you let me feel for you & chaka khan let me tell you what i wanna do & do you feel for me the way i feel for you & chaka khan let me tell you what i wanna do & i wanna love you wanna hug you wanna squeeze you too & let me take you in my arms let me fill you with my charms chaka & 'cause you know that i'm the one to keep you warm chaka & i'll make you more than just a physical dream & i wanna rock you chaka baby 'cause you make me wanna scream & let me rock you rock you & baby baby when i look at you & i get a warm feeling inside & there's something about the things you do & that keeps me satisfied & i wouldn't lie to you baby & it's mainly a physical thing & this feeling that i got for you baby & makes me wanna sing & i feel for you & i think i love you & i feel for you & i think i love you & chaka khan let me rock you & let me rock you chaka khan & let me rock you that's all i wanna do & chaka khan let me rock you & let me rock you chaka khan & let me rock you let me feel for you & feel for you & baby baby when i lay with you & there's no place i'd rather be & i can't believe can't believe it's true & the things that you do to me & i wouldn't lie to you baby & i'm physically attracted to you & this feeling that i got for you baby & there's nothing that i wouldn't do & i feel for you & i think i love you & i feel for you & i think i love you & oh & oh ooh & yes sir one more time & say yeah & i feel for you & (i think i love you) & i feel for you & (i i i think i love you) & chaka khan let me rock you & let me rock you chaka khan & let me rock you that's all i wanna do & chaka khan let me rock you & let me rock you chaka khan & let me rock you let me feel for you & chaka khan won't you tell me what you wanna do & do you feel for me the way i feel for you & chaka khan let me tell you what i wanna do & i wanna love you wanna hug you wanna squeeze you too & let me take you in my arms & let me fill you with my charms chaka & 'cause you know that i'm the one to keep you warm chaka & i'll make you more than just a physical dream & i wanna rock you chaka baby 'cause you make me wanna scream & feel for you & i feel for you (feel for you) & i feel it too (feel for you) & i feel for you (feel for you) & i feel for you & i think i love you & i feel for you & i think i love you & i feel for you & i think i love you & i feel for you & i think i love you & i feel for you & i think i love you & i feel for you & i think i love you & i feel for you &,,,,
chaka khan,ain't nobody,captured effortlessly   & that's the way it was   & happened so naturally   & i did not know it was love   & the next thing i felt was   & you holding me close   & what was i gonna do?   & i let myself go   &    & and now we're flyin' through the star   & i hope this night will last forever   &    & i've been waitin' for you   & it's been so long   & i knew just what i would do   & when i heard your song   & filled my heart with your bliss   & gave me freedom   & you knew i could not resist   & i needed someone   &    & and now we're flyin' through the stars   & i hope this night will last forever   & oh oh oh oh   &    & [chorus]   & ain't nobody   & loves me better   & makes me happy   & makes me feel this way   & ain't nobody   & loves me better than you   &    & i wait for night time to come   & and bring you to me   & can't believe i'm the one   & i was so lonely   & i feel like no one could feel   & i must be dreamin'   & i want this dream to be real   & i need this feelin'   &    & i make my wish upon a star   & and hope this night will last forever   & oh oh oh oh   & [chorus]   &    & and first you put your arms around me   & then you put your charms around me   & i can't resist this sweet surrender   & oh the nights so warm and tender   & we stare into each other's eyes   & and what we see is no surprise   & got a feeling most would treasure   & and a love so deep we cannot measure   &    & [chorus]x2 &  &  &chaka khan,tell me something good,you ain't got no kind of feeling inside & i got something that'll sho' nuff set yo' stuff on fire & you refuse to put anything before your pride & what i got will knock all your pride aside & tell me something good & tell that you love me yeah & tell me something good & tell me that you like it yeah & got no time is what you're known to say & i'll make you wish there was 48 hours to each day & your problem is you ain't been loved like you should & what i got to give will show nuff do you good & tell me something good & tell that you love me yeah & tell me something good & tell me that you like it yeah & you ain't got no kind of feeling inside & i got something that'll sho' nuff set yo' stuff on fire & you refuse to put anything before your pride & what i got will knock your pride aside & tell me something good & tell that you love me yeah & tell me something good & tell me that you like it yeah &,,
chubby checker,the twist,come on baby let's do the twist & come on baby let's do the twist & take me by my little hand and go like this & eh ah twist baby baby twist & ooh yeah just like this & come on little miss and do the twist & my daddy is sleepin' and mama ain't around & yeah daddy's just sleepin' and mama ain't around & we're gonna twistin' twistin' twistin' & 'til we tear the house down & come on and twist yeah baby twist & ooh yeah just like this & come on little miss and do the twist eya & yeah you should see my little sis & you should see my my little sis & she really knows how to rock & she knows how to twist & come on and twist yeah baby twist & ooh yeah just like this & come on little miss and do the twist & yeah rock on now & yeah twist on now & twist &,,,,
barenaked ladies,the old apartment,broke into the old apartment & this is where we used to live & broken glass broke and hungry & broken hearts and broken bones & this is where we used to live & why did you paint the walls? & why did you clean the floor? & why did you plaster over & the hole i punched in the door? & this is where we used to live & why did you keep the mousetrap? & why didn't you keep the dish rack? & these things used to be mine & i guess they still are i want them back & broke into the old apartment & forty-two stairs from the street & crooked landing crooked landlord & narrow lane way filled with crooks & this is where we used to live & why did they pave the lawn? & why did they change the lock? & why did i have to break it & i only came here to talk & this is where we used to live & how is the neighbor downstairs? & how is her temper this year? & i turned up your tv & and stomped on the floor just for fun & i know we don't live here anymore & we bought an old house on the danforth & she loves me and her body keeps me warm i'm happy here & but this is where we used to live & broke into the old apartment & tore the phone out of the wall & only memories fading memories & blending into dull tableaux & i want them back & i want them back (this is where we used to live) & i want them back (this is where we used to live) & i want them back (this is where we used to live) & i want them back &,,,,
barenaked ladies,shoe box,a key in the door a step on the floor & a note on the table and a meal in the micro & upstairs i'm in bed please make sure that you're fed & if you're taking a shower you can borrow my bathrobe & and when i'm asleep i dream you move in next week & i crumple the note and save it to put inside & my shoe box (shoe box) & my shoe box of lies & it's under my bed it's never been read & it's in with my school stuff and my mom never cleans there & from my first little fib when i still wore a bib & to my latest attempt at pretending i'm someone & who's not seventeen and doesn't know what you mean & when talk turns to single malts or stilton or & my shoe box (shoe box) & my shoe box of lies & my shoe box (shoe box) & shoe box of lies & did somebody tell you & this is how it's supposed to be? & or did you just find it & and you don't want any more from me? & was it something i said or was it something you read & that's making me think that i should never have come here & i can offer you lies i can tell you goodbye & i can tell you i'm sorry but i can't tell the truth dear & and what if i could? would it do any good? & you'll still never get to see the contents of & my shoe box (shoe box) & shoe box of lies & my shoe box (shoe box) & my shoe box of lies & you're so nineteen-ninety & and it's nineteen-ninety-four & leave this world behind me & 'cause you don't want me anymore & lie & lie & lie & lie & lie & lie & lie & lie & lie & lie & lie &,,,,
barenaked ladies,one week,it's been one week since you looked at me & cocked your head to the side & and said i'm angry & five days since you laughed at me saying & get that together come back and see me & three days since the living room & i realized it's all my fault but couldn't tell you & yesterday you'd forgiven me & but it'll still be two days till i say i'm sorry & hold it now and watch the hoodwink & as i make you stop think & you'll think you're looking at aquaman & i summon fish to the dish & although i like the chalet swiss & i like the sushi & cause it's never touched a frying pan & hot like wasabe when i bust rhymes & big like leann rimes & because i'm all about value & bert kaempfert's got the mad hits & you try to match wits & you try to hold me but i bust through & gonna make a break and take a fake & i'd like a stinkin achin shake & i like vanilla it's the finest of the flavors & gotta see the show & cause then you'll know & the vertigo is gonna grow & cause it's so dangerous & you'll have to sign a waiver & how can i help it if i think you're funny when you're mad & trying hard not to smile though i feel bad & i'm the kind of guy who laughs at a funeral & can't understand what i mean? & well you soon will & i have a tendency to wear my mind on my sleeve & i have a history of taking off my shirt & it's been one week since you looked at me & threw your arms in the air and said you're crazy & five days since you tackled me & i've still got the rug burns on both my knees & it's been three days since the afternoon & you realized it's not my fault not a moment too soon & yesterday you'd forgiven me & and now i sit back and wait till you say you're sorry & chickity china the chinese chicken & you have a drumstick and your brain stops tickin' & watchin x-files with no lights on & we're dans la maison & i hope the smoking man's in this one & like harrison ford i'm getting frantic & like sting i'm tantric & like snickers guaranteed to satisfy & like kurosawa i make mad films & okay i don't make films & but if i did they'd have a samurai & gonna get a set of better clubs & gonna find the kind with tiny nubs & just so my irons aren't always flying off the back swing & gotta get in tune with sailor moon & cause that cartoon has got the boom anime babes & that make me think the wrong thing & how can i help it if i think you're funny when you're mad & trying hard not to smile though i feel bad & i'm the kind of guy who laughs at a funeral & can't understand what i mean? & you soon will & i have a tendency to wear my mind on my sleeve & i have a history of losing my shirt & it's been one week since you looked at me & dropped your arms to your sides and said i'm sorry & five days since i laughed at you and said & you just did just what i thought you were gonna do & three days since the living room & we realized we're both to blame but what could we do? & yesterday you just smiled at me & cause it'll still be two days till we say we're sorry & it'll still be two days till we say we're sorry & it'll still be two days till we say we're sorry & birchmount stadium home of the robbie &,,,,
bob marley,could you be loved,could you be loved and be loved? & could you be loved and be loved? & don't let them fool ya & or even try to school ya oh no & we've got a mind of our own & so go to hell if what you're thinking is not right & love would never leave us alone & a-yin the darkness there must come out to light & could you be loved and be loved? & could you be loved wo now and be loved? & (the road of life is rocky and you may stumble too & so while you point your fingers someone else is judging you) & love your brotherman & (could you be could you be could you be loved? & could you be could you be loved? & could you be could you be could you be loved? & could you be could you be loved?) & don't let them change ya oh & or even rearrange ya oh no & we've got a life to live & they say only only & only the fittest of the fittest shall survive & stay alive eh & could you be loved and be loved? & could you be loved wo now and be loved? & (you ain't gonna miss your water until your well runs dry & no matter how you treat him the man will never be satisfied) & say something! (could you be could you be could you be loved? & could you be could you be loved) & say something say something (could you be could you be could you be loved?) & say something (could you be could you be loved?) & say something say something (say something) & say something say something (could you be loved?) say something & say something reggae reggae & say something rockers rockers & say something reggae reggae & say something rockers rockers & say something (could you be loved?) say something uh & say something come on & say something (could you be could you be could you be loved?) & say something (could you be could you be loved?) & say something (could you be could you be could you be loved?) & say something (could you be could you be loved?) &,,,,
the carpenters,sing,sing sing a song & sing out loud & sing out strong & sing of good things not bad & sing of happy not sad & (*) sing sing a song & make it simple to last & your whole life long & dont worry that its not & good enough for anyone & else to hear & just sing sing a song & la la la la la & la la la la la la... & sing sing a song & let the world sing along & sing of love there could be & sing for you and for me &,,,,
the carpenters,for all we know,love look at the two of us & strangers in many ways & we've got a lifetime to share & so much to say and as we go from day to day & i'll feel you close to me & but time alone will tell & let's take a lifetime to say & i knew you well & for only time will tell us so & and love may grow for all we know & love look at the two of us & strangers in many ways & let's take a lifetime to say & i knew you well & for only time will tell us so & and love may grow for all we know &,,,,
the carpenters,hurting each other,no one in the world & ever had a love as sweet as my love & for nowhere in the world & could there be a boy as true as you love & all my love & i give gladly to you & all your love & you give gladly to me & tell me why then & oh why should it be that & we go on hurting each other & we go on hurting each other & making each other cry & hurting each other & without ever knowing why & closer than the leaves & on a weepin' willow baby we are & closer dear are we & than the simple letters a and b are & all my life & i could love only you & all your life & you could love only me & tell me why then & oh why should it be that & we go on hurting each other & we go on hurting each other & making each other cry & hurting each other & without ever knowing why & can't we stop hurting each other & gotta stop hurting each other & making each other cry & breaking each other's heart & tearing each other apart & can't we stop hurting each other & gotta stop hurting each other & making each other cry & breaking each other's heart & tearing each other apart &,,,,
the carpenters,sweet sweet smile,yoy're always in my heart & from early in the mornin' til it's dark & i gotta see your sweet  sweet smile every day & when i wake up in the mornin' & and i see you there & i always whisper a little prayer & i gotta see your sweet  sweet smile every day & ** i gotta know that you love me & and that you want me & and that you'll always be there & i've gotta know that you care & ## and i gotta feel your arms around me & and that you need me & and that you'll always be there & i've gotta know that you care & if my times are bringin' me down & you're the only one that i want around & i gotta see your sweet  sweet smile every day & and if i'll all strung out & you're the only one who can straighten me out & i gotta see your sweet  sweet smile every day & repeat ** & repeat ## & repeat ** & repeat ## & yoy're always in my heart & from early in the mornin' til it's dark & i gotta see your sweet  sweet smile every day & i gotta see your sweet  sweet smile every day & i gotta see your sweet  sweet smile every day &,,,,
the carpenters,top of the world,such a feelin's comin' over me & there is wonder in 'most ev'ry thing i see & not a cloud in the sky got the sun in my eyes & and i won't be surprised if it's a dream & everything i want the world to be & is now comin' true especially for me & and the reason is clear it's because you are here & you're the nearest thing to heaven that i've seen & i'm on the top of the world lookin' down on creation & and the only explanation i can find & is the love that i've found ever since you've been around & your love's put me at the top of the world & somethin' in the wind has learned my name & and it's tellin' me that things are not the same & in the leaves on the trees and the touch of the breeze & there's a pleasin' sense of happiness for me & there is only one wish on my mind & when this day is through i hope that i will find & that tomorrow will be just the same for you and me & all i need will be mine if you are here & i'm on the top of the world lookin' down on creation & and the only explanation i can find & is the love that i've found ever since you've been around & your love's put me at the top of the world & i'm on the top of the world lookin' down on creation & and the only explanation i can find & is the love that i've found ever since you've been around & your love's put me at the top of the world &,,,,
the carpenters,only yesterday,after long enough of being alone & everyone must face their share of loneliness & in my own time nobody knew & the pain i was goin' through & and waitin' was all my heart could do & hope was all i had until you came & maybe you can't see how much you mean to me & you were the dawn breaking the night & the promise of mornin' light & filling the world surroundin' me & when i hold you & baby baby feels like maybe & things will be all right & baby baby your love's made me & free as a song singin' forever & only yesterday when i was sad and i was lonely & you showed me the way to leave the past and all its tears behind me & tomorrow maybe even brighter than today & since i threw my sadness away & only yesterday & i have found my home here in your arms & nowhere else on earth i'd really rather be & life waits for us share it with me & the best is about to be & and so much is left for us to see & when i hold you & baby baby feels like maybe & things will be all right & baby baby your love's made me & free as a song singin' forever & only yesterday when i was sad and i was lonely & you showed me the way to leave the past and all its tears behind me & tomorrow maybe even brighter than today & since i threw my sadness away & only yesterday (only yesterday only yesterday) & only yesterday when i was sad and i was lonely & you showed me the way to leave the past and all its tears behind me &,,,,
the carpenters,a song for you,i've been so many places in my life and time & i've sung a lot of songs i've made some bad rhyme & i've acted out my love in stages & with ten thousand people watching & but we're alone now and i'm singing this song for you & i know your image of me is what i hope to be & i've treated you unkindly but darlin' can't you see & there's no one more important to me & darlin' can't you please see through me & cause we're alone now and i'm singing this song for you & you taught me precious secrets of the truth withholding nothing & you came out in front and i was hiding & but now i'm so much better and if my words don't come together & listen to the melody cause my love is in there hiding & i love you in a place where there's no space or time & i love you for in my life you are a friend of mine & and when my life is over remember when we were together & we were alone and i was singing this song for you & you taught me precious secrets of the truth withholding nothing & you came out in front and i was hiding & but now i'm so much better and if my words don't come together & listen to the melody cause my love is in there hiding & i love you in a place where there's no space or time & i love you for in my life you are a friend of mine & and when my life is over remember when we were together & we were alone and i was singing this song for you & we were alone and i was singing this song for you &,,,,
the carpenters,yesterday once more,when i was young i'd listen to the radio & waitin' for my favorite songs & when they played i'd sing along it made me smile & those were such happy times and not so long ago & how i wondered where they'd gone & but they're back again just like a long lost friend & all the songs i loved so well & every sha-la-la-la & every wo-o-wo-o still shines & every shing-a-ling-a-ling that they're startin' to sing's so fine & when they get to the part & where he's breakin' her heart & it can really make me cry just like before & it's yesterday once more & lookin' back on how it was in years gone by & and the good times that i had & makes today seem rather sad so much has changed. & it was songs of love that i would sing to then & and i'd memorize each word & those old melodies still sound so good to me & as they melt the years away & every sha-la-la-la & every wo-o-wo-o still shines & every shing-a-ling-a-ling that they're startin' to sing's so fine & all my best memories come back clearly to me & some can even make me cry just like before & it's yesterday once more & every sha-la-la-la & every wo-o-wo-o still shines & every shing-a-ling-a-ling that they're startin' to sing's so fine & every sha-la-la-la & every wo-o-wo-o still shines & every shing-a-ling-a-ling &,,,,
the carpenters,merry christmas darling,greeting cards have all been sent & the christmas rush is through & but i still have one wish to make & a special one for you & merry christmas darling & we're apart that's true & but i can dream and in my dreams & i'm christmasing with you & holidays are joyful & there's always something new & but ev'ryday's a holiday & when i'm near to you & the lights on my tree & i wish you could see & i wish it ev'ry day & logs on the fire & fill me with desire & to see you and to say & that i wish you merry christmas & happy new year too & i've just one wish on this christmas eve & i wish i were with you & the logs on the fire & fill me with desire & to see you and to say & that i wish you merry christmas & happy new year too & i've just one wish on this christmas eve & i wish i were with you & i wish i were with you &,,,,
the carpenters,superstar,long ago and oh so far away & i fell in love with you before the second show & your guitar it sounds so sweet and clear & but you're not really here it's just the radio & don't you remember you told me you loved me baby? & you said you'd be coming back this way again baby & baby baby baby baby oh baby & i love you i really do & loneliness is such a sad affair & and i can hardly wait to be with you again & what to say to make you come again? & come back to me again and play your sad guitar & don't you remember you told me you loved me baby? & you said you'd be coming back this way again baby & baby baby baby baby oh baby & i love you i really do &,,,,
the carpenters,goodbye to love,i'll say goodbye to love & no one ever cared if i should live or die & time and time again the chance for love has passed me by & and all i know of love & is how to live without it & i just can't seem to find it & so i've made my mind up & i must live my life alone & and though it's not the easy way & i guess i've always known & i'd say goodbye to love & there are no tomorrows for this heart of mine & surely time will lose these bitter memories & and i'll find that there is someone to believe in & and to live for something i could live for & all the years of useless search & have finally reached an end & loneliness and empty days will be my only friend & from this day love is forgotten & i'll go on as best i can & what lies in the future & is a mystery to us all & no one can predict the wheel of fortune as it falls & there may come a time when i will see tha i've been wrong & but for now this is my song & and it's goodbye to love & i'll say goodbye to love &,,,,
the carpenters,rainy days and mondays,talkin' to myself and feelin' old & sometimes i'd like to quit & nothin' ever seems to fit & hangin' around & nothin' to do but frown & rainy days and mondays always get me down & what i've got they used to call the blues & nothin' is really wrong & feelin' like i don't belong & walkin' around & some kind of lonely clown & rainy days and mondays always get me down & funny but it seems i always wind up here with you & nice to know somebody loves me & funny but it seems that it's the only thing to do & run and find the one who loves me (the one who loves me) & what i feel has come and gone before & no need to talk it out (talk it out) & we know what it's all about & hangin' around (hangin' around) & nothin' to do but frown & rainy days and mondays always get me down & funny but it seems that it's the only thing to do (only thing to do) & run and find the one who loves me & what i feel has come and gone before & no need to talk it out & we know what it's all about & hangin' around (hangin' around) & nothin' to do but frown & rainy days and mondays always get me down & hangin' around (hangin' around) & nothin' to do but frown & rainy days and mondays always get & me down &,,,,
the carpenters,close to you,why do birds suddenly appear & every time you are near? & just like me they long to be & close to you & why do stars fall down from the sky & every time you walk by? & just like me they long to be & close to you & on the day that you were born the angels got together & and decided to create a dream come true & so they sprinkled moon dust in your hair & of golden starlight in your eyes of blue & that is why all the girls in town & (girls in town) & follow you & (follow you) & all around & (all around) & just like me they long to be & close to you & on the day that you were born the angels got together & and decided to create a dream come true & so they sprinkled moon dust in your hair & of golden starlight in your eyes of blue & that is why all the girls in town & (girls in town) & follow you & (follow you) & all around & (all around) & just like me they long to be & close to you & just like me they long to be & close to you & (why? close to you) & (why? close to you) & (haa close to you) & (why? close to you) &,,,,
all 4 one,i swear,i swear by the moon and the stars in the skies & and i swear like the shadow that's by your side & i see the questions in your eyes & i know what's weighing on your mind & you can be sure i know my part & 'cause i'll stand beside you through the years & you'll only cry those happy tears & and though i make mistakes i'll never break your heart & and i swear by the moon and the stars in the skies & i'll be there & i swear like a shadow that's by your side & i'll be there & for better or worse till death do us part & i'll love you with every beat of my heart & and i swear oouh & i'll give you everything i can & i'll build your dreams with these two hands & we'll hang some memories on the walls & and when (and when) & just the two of us are there & you won't have to ask if i still care & 'cause as the time turns the page my love won't age at all & and i swear (i swear) & by the moon and the stars in the skies & i'll be there (i'll be there) & i swear (and i swear) & like the shadow that's by your side & i'll be there (i'll be there) & for better or worse till death do us part & i'll love you with every beat of my heart (beat of my heart) & and i swear (oh yeah) & i swear (i swear) & by the moon and stars in the sky & i'll be there (i'll be there) & (i swear) i swear like the shadow that's by your side & i'll be there (i'll be there) & for better or worse (better or worse) & till death do us part (oh no) & (i'll love you with every) every single beat of my heart & (i swear) i swear (i swear) & oh i swear &,,,,
all 4 one,i swear,i swear by the moon and the stars in the skies & and i swear like the shadow that's by your side & i see the questions in your eyes & i know what's weighing on your mind & you can be sure i know my part & 'cause i'll stand beside you through the years & you'll only cry those happy tears & and though i make mistakes i'll never break your heart & and i swear by the moon and the stars in the skies & i'll be there & i swear like a shadow that's by your side & i'll be there & for better or worse till death do us part & i'll love you with every beat of my heart & and i swear oouh & i'll give you everything i can & i'll build your dreams with these two hands & we'll hang some memories on the walls & and when (and when) & just the two of us are there & you won't have to ask if i still care & 'cause as the time turns the page my love won't age at all & and i swear (i swear) & by the moon and the stars in the skies & i'll be there (i'll be there) & i swear (and i swear) & like the shadow that's by your side & i'll be there (i'll be there) & for better or worse till death do us part & i'll love you with every beat of my heart (beat of my heart) & and i swear (oh yeah) & i swear (i swear) & by the moon and stars in the sky & i'll be there (i'll be there) & (i swear) i swear like the shadow that's by your side & i'll be there (i'll be there) & for better or worse (better or worse) & till death do us part (oh no) & (i'll love you with every) every single beat of my heart & (i swear) i swear (i swear) & oh i swear &,,,,
1910 fruitgum company,simon says,i'd like to play a game & that is so much fun & and it's not so very hard to do & the name of the game is simple simon says & and i would like for you to play it too & put your hands in the air & simple simon says & shake them all about & simple simon says & do it when simon says & simple simon says & and you will never be out. & simple simon says & put your hands on your hips & let your back bone slip & simon says & simple simon says & put your hands on your hips & let your back bone slip & simon says & put your hands on your head & simple simon says & bring them down by your side & simple simon says & shake them to your left & simple simon says & now shake them to your right & put your hands on your head & simple simon says & bring them down by your side & simple simon says & shake them to your left & simple simon says & now shake them to your right & now that you have learnt & to play this game with me & you can see its not so hard to do & lets try it once again & this time more carefully & and i hope the winner will be you. & clap your hands in the air & simple simon says & do it double time & simple simon says & slow it down like before & simple simon says & ah your looking fine. & simple simon says & now clap them high in the air & simple simon says & do it double time & simple simon says & slow it down like before & simple simon says & ah your looking fine. &,,,,
dan fogelberg,same old lang syne,met my old lover in the grocery store & the snow was falling christmas eve & i stood behind her in the frozen foods & and i touched her on the sleeve & she didn't recognize the face at first & but then her eyes flew open wide & she went to hug me and she spilled her purse & and we laughed until we cried & we took her groceries to the check out stand & the food was totaled up and bagged & we stood there lost in our embarrassment & as the conversation lagged & we went to have ourselves a drink or two & but couldn't find an open bar & we bought a six-pack at the liquor store & and we drank it in her car & we drank a toast to innocence & we drank a toast to now & we tried to reach beyond the emptiness & but neither one knew how & she said she's married her an architect & who kept her warm and safe and dry & she would have liked to say she loved the man & but she didn't like to lie & i said the years had been a friend to her & and that her eyes were still as blue & but in those eyes i wasn't sure if i saw & doubt or gratitude & she said she saw me in the record stores & and that i must be doing well & i said the audience was heavenly & but the traveling was hell & we drank a toast to innocence & we drank a toast to now & we tried to reach beyond the emptiness & but neither one knew how & we drank a toast to innocence & we drank a toast to time & reliving in our eloquence & another auld lang syne & the beer was empty and our tongues were tired & and running out of things to say & she gave a kiss to me as i got out & and i watched her drive away & just for a moment i was back at school & and felt that old familiar pain & and as i turned to make my way back home & the snow turned into rain &,,,,
dan fogelberg,leader of the band,an only child alone and wild a cabinet maker's son & his hands were meant for different work & and his heart was known to none & he left his home and went his lone and solitary way & and he gave to me a gift i know i never can repay & a quiet man of music denied a simpler fate & he tried to be a soldier once but his music wouldn't wait & he earned his love through discipline a thundering velvet hand & his gentle means of sculpting souls took me years to understand & the leader of the band is tired and his eyes are growing old & but his blood runs through my instrument and his song is in my soul & my life has been a poor attempt to imitate the man & i'm just a living legacy to the leader of the band & my brother's lives were different for they heard another call & one went to chicago and the other to st paul & and i'm in colorado when i'm not in some hotel & living out this life i've chose and come to know so well & i thank you for the music and your stories of the road & i thank you for the freedom when it came my time to go & i thank you for the kindness and the times when you got tough & and papa i don't think i said i love you near enough & the leader of the band is tired and his eyes are growing old & but his blood runs through my instrument and his song is in my soul & my life has been a poor attempt to imitate the man & i'm just a living legacy to the leader of the band & i am a living legacy to the leader of the band &,,,,
chuck mangione,feels so good,there's no place for me to hide & the thoughts of all the time i cried & and felt this pain & that i have known & because i needed just to hear & that special something & and then one day & you just appear & you said hello & let's make love along the way & your name is music to my heart & i'll always really love you & feel so good when i'm with you & i can't believe you love me too & with you it feels like it should feel & with you it feels so good &,,,,
gene vincent,be bop a lula,well be-bop-a-lula she's my baby & be-bop-a-lula i don't mean maybe. & be-bop-a-lula she's my baby & be-bop-a-lula i don't mean maybe & be-bop-a-lula she's my baby doll & my baby doll my baby doll & well she's the girl in the red blue jeans. & she's the queen of all the teens. & she's the one that i know & she's the one that loves me so. & say be-bop-a-lula she's my baby & be-bop-a-lula i don't mean maybe. & be-bop-a-lula she's my baby doll & my baby doll my baby doll & let's rock! & well now she's the one that's got that beat. & she's the one with the flyin' feet. & she's the one that walks around the store. & she's the one that gets more more more. & be-bop-a-lula she's my baby & be-bop-a-lula i don't mean maybe. & be-bop-a-lula she's my baby doll & my baby doll my baby doll & let's rock again now! & well be-bop-a-lula she's my baby & be-bop-a-lula i don't mean maybe. & be-bop-a-lula she's my baby & be-bop-a-lula i don't mean maybe & be-bop-a-lula she's my baby doll & my baby doll my baby doll. &,,,,
beau brummels,laugh laugh,i hate to say it but i told you so don't mind my preachin' to you & i said don't trust him baby now you know & you don't learn ev'rything there is to know in school. & wouldn't believe me when i gave advice i said that he was a tease & if you want help you better ask me nice & so be sincere convince me with a pretty please & laugh laugh i thought i'd die & it seemed so funny to me & laugh laugh you met a guy who taught you how it feels to be & lonely oh so lonely & don't think i'm bein' funny when i say you got just what you deserve & i can't help feeling you found out today & you thought you were too good you had a lot of nerve & won't say i'm sorry for the things i said. i'm glad he packed up to go & you kept on braggin' he was yours instead & found you don't know ev'rything there is to know & laugh laugh i thought i'd die & it seemed so funny to me & laugh laugh you met a guy who taught you how it feels to be & lonely oh so lonely & before i go i got to say one thing don't close your ears to me & take my advice and you find out that being & just another girl won't cause you misery & don't say you can get any boy to call don't be so smug or else & you'll find you can't get any boy a'tall & you'll wind up an old lady sittin' on the shelf. & laugh laugh i thought i'd die & it seemed so funny to me & laugh laugh you met a guy who taught you how it feels to be & lonely oh so lonely & lonely oh so lonely &,,,,
fabulous thunderbirds,wrap it up,i've been watchin' you for days now baby & i just love your sexy ways now baby & you know our love will never stop now baby & just put your lovin' in my box now baby & wrap it up i'll take it & wrap it up i'll take it & well no more will i shop around now baby & i know i got the best thing in town now baby & i've seen all i want to see now baby & bring your lovin' straight to me now baby & wrap it up i'll take it & wrap it up i'll take it & wrap it up i'll take it & wrap it up i'll take it & well i'm gonna treat you like the queen you are & bring you sweet things from my candy jar & you've got tricks you ain't never used & give it give it to me it won't be abused & i've been watchin' you for days now baby & i just love your sexy ways now baby & you know our love will never stop now baby & just put your lovin' in my box now baby & wrap it up i'll take it & wrap it up i'll take it & wrap it up i'll take it & wrap it up i'll take it & wrap wrap & wrap wrap & wrap & wrap it up i'll take it & wrap it up i'll take it & wrap it up i'll take it & wrap it up i'll take it & wrap it up i'll take it & wrap it up i'll take it & wrap it up i'll take it &,,,,
bob wills,faded love,as i look at the letters that you wrote to me & it's you that i am thinking of & as i read the lines that to me were so sweet & i remember our faded love & i miss you darling more and more every day & as heaven would miss the stars above & with every heartbeat i still think of you & and remember our faded love & as i think of the past and all the pleasures we had & as i watch the mating of the dove & it was in the springtime when you said goodbye & i remember our faded love & i miss you darling more and more every day & as heaven would miss the stars above & with every heartbeat i still think of you & and remember our faded love &,,,,
bob wills,san antonio rose,deep within my heart lies a melody & a song of old san antone & where in dreams i live with a memory & beneath the stars all alone & it was there i found beside the alamo & enchantment strange as the blue up above & a moonlit pass that only she would know & still hears my broken song of love & moon in all your splendor know only my heart & call back my rose rose of san antone & lips so sweet and tender like petals falling apart & speak once again of my love my own. & broken song empty words i know & still live in my heart all alone & for that moonlit pass by the alamo & and rose my rose of san antone & deep within my heart lies a melody & a song of old san antone & where in dreams i live with a memory & beneath the stars all alone & it was there i found beside the alamo & enchantment strange as the blue up above & a moonlit pass that only she would know & still hears my broken song of love & moon in all your splendor know only my heart & call back my rose rose of san antone & lips so sweet and tender like petals falling apart & speak once again of my love my own. & broken song empty words i know & still live in my heart all alone & for that moonlit pass by the alamo & and rose my rose of san antone &,,,,
